id	title	description	availability	condition	price	link	image_link	brand	google_product_category	product_type	custom_label_0	custom_label_1	custom_label_2
cosmik-pelota-tennis-padel	Pelota Tennis / Pádel	Pelota Tennis / Pádel de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 5cm diámetro x 6cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	25000 COP	https://www.wearecosmik.com/product-page/pelota-tennis-pádel	https://static.wixstatic.com/media/ce53cb_2273995212314f7fad6f5a8d60fd2ba3~mv2.jpg/v1/fill/w_498,h_619,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_2273995212314f7fad6f5a8d60fd2ba3~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-osito-1	Osito	Osito de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 6cm diámetro x 7cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	15000 COP	https://www.wearecosmik.com/product-page/osito-1	https://static.wixstatic.com/media/ce53cb_a4c95416e22344c6a7bad5259c36f31a~mv2.png/v1/fill/w_498,h_619,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_a4c95416e22344c6a7bad5259c36f31a~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-parfait-mandarina-mango	Parfait Mandarina & Mango	Parfait Mandarina & Mango de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 12cm diámetro x 20 alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	70000 COP	https://www.wearecosmik.com/product-page/parfait-mandarina-mango	https://static.wixstatic.com/media/ce53cb_16b531bc55f64a42a67560add8a021cd~mv2.png/v1/fill/w_498,h_743,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_16b531bc55f64a42a67560add8a021cd~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-sonar-no-cuesta-nada	Soñar no cuesta nada	Soñar no cuesta nada de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 14cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	70000 COP	https://www.wearecosmik.com/product-page/soñar-no-cuesta-nada	https://static.wixstatic.com/media/ce53cb_d5815cf0c50743fa93bf4698e01072b8~mv2.png/v1/fill/w_498,h_619,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_d5815cf0c50743fa93bf4698e01072b8~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-cactus-cristal	Cactus Cristal	Cactus Cristal de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 10cm diámetro x 7cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	45000 COP	https://www.wearecosmik.com/product-page/cactus-cristal	https://static.wixstatic.com/media/ce53cb_23e7a68331a44c0486a003cfc1b3c73a~mv2.jpg/v1/fill/w_498,h_683,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_23e7a68331a44c0486a003cfc1b3c73a~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-iced-matcha	Iced Matcha	Iced Matcha de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 14cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	70000 COP	https://www.wearecosmik.com/product-page/iced-matcha	https://static.wixstatic.com/media/ce53cb_ae5b75c003f449b396dbe27385b5b931~mv2.jpg/v1/fill/w_498,h_683,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_ae5b75c003f449b396dbe27385b5b931~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-soda-cola	Soda Cola	Soda Cola de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 14cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	70000 COP	https://www.wearecosmik.com/product-page/soda-cola	https://static.wixstatic.com/media/ce53cb_7672a3ecef314450a63fee9741cb1144~mv2.jpg/v1/fill/w_498,h_683,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_7672a3ecef314450a63fee9741cb1144~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-posto-fresa	Posto Fresa	Posto Fresa de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 14cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	70000 COP	https://www.wearecosmik.com/product-page/posto-fresa	https://static.wixstatic.com/media/ce53cb_082a6111a8d54351a25f21248b5ce977~mv2.jpg/v1/fill/w_498,h_743,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_082a6111a8d54351a25f21248b5ce977~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-martini	Martini	Martini de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 12cm diámetro x 12 alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	45000 COP	https://www.wearecosmik.com/product-page/martini	https://static.wixstatic.com/media/ce53cb_50616ff2a23d42268b02e3d1b40cbce0~mv2.jpg/v1/fill/w_498,h_887,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_50616ff2a23d42268b02e3d1b40cbce0~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-oreo-fresa	Oreo Fresa	Oreo Fresa de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 10cm diámetro x 10cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	45000 COP	https://www.wearecosmik.com/product-page/oreo-fresa	https://static.wixstatic.com/media/ce53cb_29cca69cfd194f9a92408e9d4f4be314~mv2.png/v1/fill/w_498,h_623,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_29cca69cfd194f9a92408e9d4f4be314~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-calendario-adviento	Calendario Adviento	Calendario Adviento de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 14cm diámetro x 11cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	45000 COP	https://www.wearecosmik.com/product-page/calendario-adviento	https://static.wixstatic.com/media/ce53cb_0a0e0a8780d84d4595981c52b8969821~mv2.png/v1/fill/w_498,h_623,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_0a0e0a8780d84d4595981c52b8969821~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-tulipanes	Tulipán	Tulipán de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 7cm diámetro x 10cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	30000 COP	https://www.wearecosmik.com/product-page/tulipanes	https://static.wixstatic.com/media/ce53cb_66e4023f7adc44dfa6de1ec52a6c4812~mv2.jpg/v1/fill/w_498,h_665,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_66e4023f7adc44dfa6de1ec52a6c4812~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-bouquet-de-flores	Bouquet de Flores	Bouquet de Flores de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 20cm diámetro x 32cm alto. Producto on-demand y personalizable en esencia, color y acabado. Para bouquets, confirmar tipo/estilo de flores y etiqueta.	in stock	new	120000 COP	https://www.wearecosmik.com/product-page/bouquet-de-flores	https://static.wixstatic.com/media/ce53cb_fdafe4e4ce654b089a9fb86c5396b1a4~mv2.png/v1/fill/w_498,h_490,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_fdafe4e4ce654b089a9fb86c5396b1a4~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas > Bouquets de cera	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-croissant	Croissant	Croissant de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 9cm diámetro x 8cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	25000 COP	https://www.wearecosmik.com/product-page/croissant	https://static.wixstatic.com/media/ce53cb_e3e97dcc15404a53af064006430a0c71~mv2.jpg/v1/fill/w_498,h_585,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_e3e97dcc15404a53af064006430a0c71~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-torta-con-merengue	Torta con Merengue	Torta con Merengue de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 8cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	35000 COP	https://www.wearecosmik.com/product-page/torta-con-merengue	https://static.wixstatic.com/media/ce53cb_2286e1e30c3d405c82c93bbd04dc5af8~mv2.jpg/v1/fill/w_498,h_553,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_2286e1e30c3d405c82c93bbd04dc5af8~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-nutria	Nutria	Nutria de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 7cm diámetro x 8cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	35000 COP	https://www.wearecosmik.com/product-page/nutria	https://static.wixstatic.com/media/ce53cb_3f1360391b2d479da52bf12d5fc668c0~mv2.jpg/v1/fill/w_498,h_636,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_3f1360391b2d479da52bf12d5fc668c0~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-parfait-en-cristal	Parfait en Cristal	Parfait en Cristal de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 11cm diámetro x 16cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	85000 COP	https://www.wearecosmik.com/product-page/parfait-en-cristal	https://static.wixstatic.com/media/ce53cb_001ecaf7565f4af3b2d22cf6d578bbaa~mv2.jpg/v1/fill/w_498,h_649,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_001ecaf7565f4af3b2d22cf6d578bbaa~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-flor-grande	Flor Grande	Flor Grande de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 14cm diámetro x 6cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	60000 COP	https://www.wearecosmik.com/product-page/flor-grande	https://static.wixstatic.com/media/ce53cb_669fee0523d34df3bea088d6dbae6084~mv2.png/v1/fill/w_498,h_665,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_669fee0523d34df3bea088d6dbae6084~mv2.png	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-copy-of-estrella-de-mar	Concha de Mar	Concha de Mar de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 16cm diámetro x 4cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	60000 COP	https://www.wearecosmik.com/product-page/copy-of-estrella-de-mar	https://static.wixstatic.com/media/ce53cb_32cffe9a379f4cec81b288d4e1ce3c03~mv2.jpg/v1/fill/w_498,h_640,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_32cffe9a379f4cec81b288d4e1ce3c03~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-pato-1	Pato	Pato de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 9cm diámetro x 11cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	35000 COP	https://www.wearecosmik.com/product-page/pato-1	https://static.wixstatic.com/media/ce53cb_553be8a9a5f24bc786f92325a4265b7d~mv2.jpg/v1/fill/w_498,h_638,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_553be8a9a5f24bc786f92325a4265b7d~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-mini-bus-y-arbolito-pino	Mini Bus y Arbolito Pino	Mini Bus y Arbolito Pino de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 9cm diámetro x 9cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	60000 COP	https://www.wearecosmik.com/product-page/mini-bus-y-arbolito-pino	https://static.wixstatic.com/media/ce53cb_2fcb965f5f1f4d50b91b6aca1d50e4f9~mv2.jpg/v1/fill/w_498,h_700,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_2fcb965f5f1f4d50b91b6aca1d50e4f9~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-arbolito-pino	Arbolito Pino	Arbolito Pino de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 6cm diámetro x 9cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	25000 COP	https://www.wearecosmik.com/product-page/arbolito-pino	https://static.wixstatic.com/media/ce53cb_980f5e8eaf9a4f9da8ceb2400f5d40db~mv2.jpg/v1/fill/w_498,h_622,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_980f5e8eaf9a4f9da8ceb2400f5d40db~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-mini-bus	Mini Bus	Mini Bus de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 7cm diámetro x 5cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	35000 COP	https://www.wearecosmik.com/product-page/mini-bus	https://static.wixstatic.com/media/ce53cb_9ddfee77b29348b5a2c03f46516b410a~mv2.jpg/v1/fill/w_498,h_628,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_9ddfee77b29348b5a2c03f46516b410a~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-duende-alto	Duende Alto	Duende Alto de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 7cm diámetro x 14cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	35000 COP	https://www.wearecosmik.com/product-page/duende-alto	https://static.wixstatic.com/media/ce53cb_8860afefdb9449c9b937fd617b060b8d~mv2.jpg/v1/fill/w_498,h_646,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_8860afefdb9449c9b937fd617b060b8d~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-arbolito-pino-suave	Arbolito Pino Suave	Arbolito Pino Suave de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 8cm diámetro x 10cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	25000 COP	https://www.wearecosmik.com/product-page/arbolito-pino-suave	https://static.wixstatic.com/media/ce53cb_1a4d1ba88d2b4c1e80b1a806a7b0b984~mv2.jpg/v1/fill/w_498,h_652,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_1a4d1ba88d2b4c1e80b1a806a7b0b984~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-pina-de-pino	Piña de Pino	Piña de Pino de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 5cm diámetro x 7cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	10000 COP	https://www.wearecosmik.com/product-page/piña-de-pino	https://static.wixstatic.com/media/ce53cb_cd5ce9a99d544ffe9df0209ad956535d~mv2.jpg/v1/fill/w_498,h_569,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_cd5ce9a99d544ffe9df0209ad956535d~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
cosmik-adorno-de-navidad	Adorno de Navidad	Adorno de Navidad de Cosmik. Vela artesanal hecha a mano. Medidas aproximadas: 9cm diámetro x 9cm alto. Producto on-demand y personalizable en esencia, color y acabado.	in stock	new	45000 COP	https://www.wearecosmik.com/product-page/adorno-de-navidad	https://static.wixstatic.com/media/ce53cb_8e01069ce2ca431b8119ffc8170aa1d5~mv2.jpg/v1/fill/w_498,h_614,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/ce53cb_8e01069ce2ca431b8119ffc8170aa1d5~mv2.jpg	Cosmik	Home & Garden > Decor > Home Fragrances > Candles	Velas	On-demand	Personalizable	Seccion Velas web 2026-05-19
